sector,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,sector_group
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2012,3.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2013,5.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2014,6.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2015,5.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2016,6.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2017,7.4,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2018,9.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2019,9.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2020,7.8,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2021,11.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2022,13.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2023,14.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NL,NETHERLANDS,2024,13.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NO,NORWAY,2011,1.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NO,NORWAY,2012,1.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NO,NORWAY,2013,2.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NO,NORWAY,2014,1.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NO,NORWAY,2015,1.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,NO,NORWAY,2016,1.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,PL,POLAND,2008,7.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,PL,POLAND,2009,5.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,PL,POLAND,2013,5.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,PL,POLAND,2014,5.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,RO,ROMANIA,2008,7.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2008,5.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2009,5.0,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2010,5.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2011,2.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2012,3.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2013,3.8,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2014,4.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2015,4.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2016,5.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2017,5.0,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2018,5.0,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2019,5.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2020,5.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2021,4.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2022,7.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2023,6.0,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SE,SWEDEN,2024,4.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2008,1.0,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2009,0.8,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2010,0.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2011,0.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2018,0.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2019,1.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SI,SLOVENIA,2020,1.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SK,SLOVAKIA,2008,2.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SK,SLOVAKIA,2010,2.0,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SK,SLOVAKIA,2019,2.8,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,SK,SLOVAKIA,2020,3.8,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2011,1.4,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2012,2.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2013,1.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2014,3.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2015,4.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2016,2.3,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2017,2.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2018,3.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2019,3.4,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2020,4.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2021,3.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2022,3.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2023,4.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,TR,TÜRKIYE,2024,5.9,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2011,11.5,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2012,11.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2013,10.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2014,9.6,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2015,8.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2016,12.2,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2017,14.1,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2018,14.7,INDUSTRY
MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,THOUSAND PERSONS,UK,UNITED KINGDOM,2019,14.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2009,10.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2013,7.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2022,7.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2023,6.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,AT,AUSTRIA,2024,7.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2008,10.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2009,10.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2010,9.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2012,5.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2013,4.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2014,3.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2016,4.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2017,6.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2018,4.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2019,4.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2020,4.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2021,5.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2022,5.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2023,6.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,BE,BELGIUM,2024,5.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2012,8.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2013,9.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2015,11.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2016,7.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2017,9.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2018,6.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2019,8.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2020,10.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2022,7.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CH,SWITZERLAND,2023,7.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2008,6.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2009,6.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2010,5.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2011,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2012,2.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2013,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2014,2.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2015,1.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2016,2.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2017,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2018,3.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2019,2.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2020,3.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2021,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2022,3.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2023,3.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,CZ,CZECHIA,2024,2.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2008,7.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2009,7.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2010,8.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2011,3.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2012,4.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2013,4.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2014,4.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2015,5.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2016,5.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2017,5.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2018,5.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2019,5.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2020,7.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2021,6.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2022,6.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2023,7.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,DE,GERMANY,2024,8.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EL,GREECE,2010,11.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2008,7.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2009,7.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2010,8.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2011,3.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2012,3.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2013,2.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2014,3.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2015,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2016,2.6,INDUSTRY
